Sexo;Comunidades y Ciudades Autónomas;Tipo de sector;Periodo;Total
Ambos sexos;11 Extremadura;Empleo público;2006T2;93,4
Ambos sexos;11 Extremadura;Empleo público;2006T1;95,1
Ambos sexos;11 Extremadura;Empleo público;2005T4;86,9
Ambos sexos;11 Extremadura;Empleo público;2005T3;85,3
Ambos sexos;11 Extremadura;Empleo público;2005T2;90,8
Ambos sexos;11 Extremadura;Empleo público;2005T1;92,4
Ambos sexos;11 Extremadura;Empleo público;2004T4;96,3
Ambos sexos;11 Extremadura;Empleo público;2004T3;92,4
Ambos sexos;11 Extremadura;Empleo público;2004T2;88,3
Ambos sexos;11 Extremadura;Empleo público;2004T1;87,2
Ambos sexos;11 Extremadura;Empleo público;2003T4;91,7
Ambos sexos;11 Extremadura;Empleo público;2003T3;90,6
Ambos sexos;11 Extremadura;Empleo público;2003T2;88,7
Ambos sexos;11 Extremadura;Empleo público;2003T1;84,9
Ambos sexos;11 Extremadura;Empleo público;2002T4;88,2
Ambos sexos;11 Extremadura;Empleo público;2002T3;86,7
Ambos sexos;11 Extremadura;Empleo público;2002T2;83,1
Ambos sexos;11 Extremadura;Empleo público;2002T1;84,4
Ambos sexos;12 Galicia;Empleo público;2023T1;198,0
Ambos sexos;12 Galicia;Empleo público;2022T4;197,1
Ambos sexos;12 Galicia;Empleo público;2022T3;195,1
Ambos sexos;12 Galicia;Empleo público;2022T2;191,6
Ambos sexos;12 Galicia;Empleo público;2022T1;193,4
Ambos sexos;12 Galicia;Empleo público;2021T4;195,9
Ambos sexos;12 Galicia;Empleo público;2021T3;205,0
Ambos sexos;12 Galicia;Empleo público;2021T2;197,0
Ambos sexos;12 Galicia;Empleo público;2021T1;199,4
Ambos sexos;12 Galicia;Empleo público;2020T4;202,5
Ambos sexos;12 Galicia;Empleo público;2020T3;197,4
Ambos sexos;12 Galicia;Empleo público;2020T2;192,0
Ambos sexos;12 Galicia;Empleo público;2020T1;188,9
Ambos sexos;12 Galicia;Empleo público;2019T4;188,7
Ambos sexos;12 Galicia;Empleo público;2019T3;186,4
Ambos sexos;12 Galicia;Empleo público;2019T2;184,8
Ambos sexos;12 Galicia;Empleo público;2019T1;189,6
Ambos sexos;12 Galicia;Empleo público;2018T4;190,4
Ambos sexos;12 Galicia;Empleo público;2018T3;190,0
Ambos sexos;12 Galicia;Empleo público;2018T2;194,7
Ambos sexos;12 Galicia;Empleo público;2018T1;188,1
Ambos sexos;12 Galicia;Empleo público;2017T4;188,4
Ambos sexos;12 Galicia;Empleo público;2017T3;185,4
Ambos sexos;12 Galicia;Empleo público;2017T2;179,2
Ambos sexos;12 Galicia;Empleo público;2017T1;173,9
Ambos sexos;12 Galicia;Empleo público;2016T4;177,9
Ambos sexos;12 Galicia;Empleo público;2016T3;185,6
Ambos sexos;12 Galicia;Empleo público;2016T2;184,4
Ambos sexos;12 Galicia;Empleo público;2016T1;183,3
Ambos sexos;12 Galicia;Empleo público;2015T4;185,6
Ambos sexos;12 Galicia;Empleo público;2015T3;184,9
Ambos sexos;12 Galicia;Empleo público;2015T2;176,1
Ambos sexos;12 Galicia;Empleo público;2015T1;177,4
Ambos sexos;12 Galicia;Empleo público;2014T4;180,6
Ambos sexos;12 Galicia;Empleo público;2014T3;184,4
Ambos sexos;12 Galicia;Empleo público;2014T2;180,9
Ambos sexos;12 Galicia;Empleo público;2014T1;185,1
Ambos sexos;12 Galicia;Empleo público;2013T4;181,0
Ambos sexos;12 Galicia;Empleo público;2013T3;177,9
Ambos sexos;12 Galicia;Empleo público;2013T2;172,9
Ambos sexos;12 Galicia;Empleo público;2013T1;175,3
Ambos sexos;12 Galicia;Empleo público;2012T4;181,5
Ambos sexos;12 Galicia;Empleo público;2012T3;190,3
Ambos sexos;12 Galicia;Empleo público;2012T2;191,8
Ambos sexos;12 Galicia;Empleo público;2012T1;204,9
Ambos sexos;12 Galicia;Empleo público;2011T4;202,7
Ambos sexos;12 Galicia;Empleo público;2011T3;202,0
Ambos sexos;12 Galicia;Empleo público;2011T2;201,1
Ambos sexos;12 Galicia;Empleo público;2011T1;200,9
Ambos sexos;12 Galicia;Empleo público;2010T4;201,6
Ambos sexos;12 Galicia;Empleo público;2010T3;203,6
Ambos sexos;12 Galicia;Empleo público;2010T2;196,4
Ambos sexos;12 Galicia;Empleo público;2010T1;194,0
Ambos sexos;12 Galicia;Empleo público;2009T4;192,2
Ambos sexos;12 Galicia;Empleo público;2009T3;198,3
Ambos sexos;12 Galicia;Empleo público;2009T2;189,7
Ambos sexos;12 Galicia;Empleo público;2009T1;189,2
Ambos sexos;12 Galicia;Empleo público;2008T4;189,2
Ambos sexos;12 Galicia;Empleo público;2008T3;201,4
Ambos sexos;12 Galicia;Empleo público;2008T2;200,5
Ambos sexos;12 Galicia;Empleo público;2008T1;200,3
Ambos sexos;12 Galicia;Empleo público;2007T4;195,5
Ambos sexos;12 Galicia;Empleo público;2007T3;198,2
Ambos sexos;12 Galicia;Empleo público;2007T2;197,1
Ambos sexos;12 Galicia;Empleo público;2007T1;185,2
Ambos sexos;12 Galicia;Empleo público;2006T4;185,4
Ambos sexos;12 Galicia;Empleo público;2006T3;188,0
Ambos sexos;12 Galicia;Empleo público;2006T2;190,0
Ambos sexos;12 Galicia;Empleo público;2006T1;193,7
Ambos sexos;12 Galicia;Empleo público;2005T4;192,8
Ambos sexos;12 Galicia;Empleo público;2005T3;190,6
Ambos sexos;12 Galicia;Empleo público;2005T2;181,4
Ambos sexos;12 Galicia;Empleo público;2005T1;174,2
Ambos sexos;12 Galicia;Empleo público;2004T4;179,6
Ambos sexos;12 Galicia;Empleo público;2004T3;176,6
Ambos sexos;12 Galicia;Empleo público;2004T2;170,8
Ambos sexos;12 Galicia;Empleo público;2004T1;174,5
Ambos sexos;12 Galicia;Empleo público;2003T4;175,2
Ambos sexos;12 Galicia;Empleo público;2003T3;180,9
Ambos sexos;12 Galicia;Empleo público;2003T2;174,9
Ambos sexos;12 Galicia;Empleo público;2003T1;172,8
Ambos sexos;12 Galicia;Empleo público;2002T4;171,5
Ambos sexos;12 Galicia;Empleo público;2002T3;160,2
Ambos sexos;12 Galicia;Empleo público;2002T2;151,3
Ambos sexos;12 Galicia;Empleo público;2002T1;148,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2023T1;508,7
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2022T4;517,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2022T3;493,7
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2022T2;478,8
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2022T1;477,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2021T4;462,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2021T3;494,3
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2021T2;482,7
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2021T1;515,7
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2020T4;536,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2020T3;521,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2020T2;504,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2020T1;513,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2019T4;503,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2019T3;489,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2019T2;470,0
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2019T1;463,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2018T4;476,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2018T3;457,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2018T2;464,3
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2018T1;482,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2017T4;474,7
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2017T3;477,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2017T2;451,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2017T1;452,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2016T4;456,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2016T3;442,3
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2016T2;465,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2016T1;468,7
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2015T4;463,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2015T3;448,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2015T2;449,0
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2015T1;466,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2014T4;478,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2014T3;447,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2014T2;438,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2014T1;431,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2013T4;427,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2013T3;442,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2013T2;462,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2013T1;476,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2012T4;473,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2012T3;494,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2012T2;510,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2012T1;516,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2011T4;517,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2011T3;545,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2011T2;544,8
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2011T1;541,8
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2010T4;535,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2010T3;525,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2010T2;508,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2010T1;497,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2009T4;483,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2009T3;508,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2009T2;509,3
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2009T1;511,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2008T4;496,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2008T3;490,0
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2008T2;479,8
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2008T1;445,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2007T4;462,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2007T3;486,0
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2007T2;477,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2007T1;489,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2006T4;467,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2006T3;452,3
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2006T2;461,8
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2006T1;471,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2005T4;467,6
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2005T3;482,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2005T2;467,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2005T1;487,7
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2004T4;502,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2004T3;495,3
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2004T2;470,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2004T1;456,2
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2003T4;444,0
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2003T3;435,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2003T2;418,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2003T1;424,4
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2002T4;438,5
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2002T3;438,1
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2002T2;435,9
Ambos sexos;13 Madrid, Comunidad de;Empleo público;2002T1;439,0
Ambos sexos;14 Murcia, Región de;Empleo público;2023T1;102,3
Ambos sexos;14 Murcia, Región de;Empleo público;2022T4;102,4
Ambos sexos;14 Murcia, Región de;Empleo público;2022T3;102,0
Ambos sexos;14 Murcia, Región de;Empleo público;2022T2;100,4
Ambos sexos;14 Murcia, Región de;Empleo público;2022T1;102,9
Ambos sexos;14 Murcia, Región de;Empleo público;2021T4;105,0
Ambos sexos;14 Murcia, Región de;Empleo público;2021T3;105,2
Ambos sexos;14 Murcia, Región de;Empleo público;2021T2;104,3
Ambos sexos;14 Murcia, Región de;Empleo público;2021T1;99,4
Ambos sexos;14 Murcia, Región de;Empleo público;2020T4;95,3
Ambos sexos;14 Murcia, Región de;Empleo público;2020T3;103,4
Ambos sexos;14 Murcia, Región de;Empleo público;2020T2;99,5
Ambos sexos;14 Murcia, Región de;Empleo público;2020T1;99,9
Ambos sexos;14 Murcia, Región de;Empleo público;2019T4;99,8
Ambos sexos;14 Murcia, Región de;Empleo público;2019T3;95,7
Ambos sexos;14 Murcia, Región de;Empleo público;2019T2;100,1
Ambos sexos;14 Murcia, Región de;Empleo público;2019T1;92,0
Ambos sexos;14 Murcia, Región de;Empleo público;2018T4;90,2
Ambos sexos;14 Murcia, Región de;Empleo público;2018T3;87,7
Ambos sexos;14 Murcia, Región de;Empleo público;2018T2;91,3
Ambos sexos;14 Murcia, Región de;Empleo público;2018T1;99,0
Ambos sexos;14 Murcia, Región de;Empleo público;2017T4;98,2
Ambos sexos;14 Murcia, Región de;Empleo público;2017T3;97,9
Ambos sexos;14 Murcia, Región de;Empleo público;2017T2;89,8
Ambos sexos;14 Murcia, Región de;Empleo público;2017T1;91,0
Ambos sexos;14 Murcia, Región de;Empleo público;2016T4;85,6
Ambos sexos;14 Murcia, Región de;Empleo público;2016T3;85,7
Ambos sexos;14 Murcia, Región de;Empleo público;2016T2;85,3
Ambos sexos;14 Murcia, Región de;Empleo público;2016T1;83,5
Ambos sexos;14 Murcia, Región de;Empleo público;2015T4;85,2
Ambos sexos;14 Murcia, Región de;Empleo público;2015T3;82,4
Ambos sexos;14 Murcia, Región de;Empleo público;2015T2;87,7
Ambos sexos;14 Murcia, Región de;Empleo público;2015T1;85,2
Ambos sexos;14 Murcia, Región de;Empleo público;2014T4;87,4
Ambos sexos;14 Murcia, Región de;Empleo público;2014T3;86,3
Ambos sexos;14 Murcia, Región de;Empleo público;2014T2;81,6
Ambos sexos;14 Murcia, Región de;Empleo público;2014T1;83,3
Ambos sexos;14 Murcia, Región de;Empleo público;2013T4;86,9
Ambos sexos;14 Murcia, Región de;Empleo público;2013T3;90,0
Ambos sexos;14 Murcia, Región de;Empleo público;2013T2;84,4
Ambos sexos;14 Murcia, Región de;Empleo público;2013T1;83,9
Ambos sexos;14 Murcia, Región de;Empleo público;2012T4;82,2
Ambos sexos;14 Murcia, Región de;Empleo público;2012T3;84,9
Ambos sexos;14 Murcia, Región de;Empleo público;2012T2;85,6
Ambos sexos;14 Murcia, Región de;Empleo público;2012T1;84,9
Ambos sexos;14 Murcia, Región de;Empleo público;2011T4;93,6
Ambos sexos;14 Murcia, Región de;Empleo público;2011T3;99,8
Ambos sexos;14 Murcia, Región de;Empleo público;2011T2;93,5
Ambos sexos;14 Murcia, Región de;Empleo público;2011T1;94,4
Ambos sexos;14 Murcia, Región de;Empleo público;2010T4;100,0
Ambos sexos;14 Murcia, Región de;Empleo público;2010T3;91,6
Ambos sexos;14 Murcia, Región de;Empleo público;2010T2;91,5
Ambos sexos;14 Murcia, Región de;Empleo público;2010T1;91,5
Ambos sexos;14 Murcia, Región de;Empleo público;2009T4;95,1
Ambos sexos;14 Murcia, Región de;Empleo público;2009T3;93,8
Ambos sexos;14 Murcia, Región de;Empleo público;2009T2;99,7
Ambos sexos;14 Murcia, Región de;Empleo público;2009T1;98,3
Ambos sexos;14 Murcia, Región de;Empleo público;2008T4;92,1
Ambos sexos;14 Murcia, Región de;Empleo público;2008T3;93,1
Ambos sexos;14 Murcia, Región de;Empleo público;2008T2;88,5
Ambos sexos;14 Murcia, Región de;Empleo público;2008T1;87,5
Ambos sexos;14 Murcia, Región de;Empleo público;2007T4;79,8
Ambos sexos;14 Murcia, Región de;Empleo público;2007T3;77,7
Ambos sexos;14 Murcia, Región de;Empleo público;2007T2;79,8
Ambos sexos;14 Murcia, Región de;Empleo público;2007T1;77,1
Ambos sexos;14 Murcia, Región de;Empleo público;2006T4;78,4
Ambos sexos;14 Murcia, Región de;Empleo público;2006T3;81,1
Ambos sexos;14 Murcia, Región de;Empleo público;2006T2;80,0
Ambos sexos;14 Murcia, Región de;Empleo público;2006T1;78,1
Ambos sexos;14 Murcia, Región de;Empleo público;2005T4;78,1
Ambos sexos;14 Murcia, Región de;Empleo público;2005T3;80,8
Ambos sexos;14 Murcia, Región de;Empleo público;2005T2;83,1
Ambos sexos;14 Murcia, Región de;Empleo público;2005T1;80,1
Ambos sexos;14 Murcia, Región de;Empleo público;2004T4;79,7
Ambos sexos;14 Murcia, Región de;Empleo público;2004T3;80,1
Ambos sexos;14 Murcia, Región de;Empleo público;2004T2;75,6
Ambos sexos;14 Murcia, Región de;Empleo público;2004T1;74,8
Ambos sexos;14 Murcia, Región de;Empleo público;2003T4;78,0
Ambos sexos;14 Murcia, Región de;Empleo público;2003T3;78,5
Ambos sexos;14 Murcia, Región de;Empleo público;2003T2;81,5
Ambos sexos;14 Murcia, Región de;Empleo público;2003T1;80,8
Ambos sexos;14 Murcia, Región de;Empleo público;2002T4;83,7
Ambos sexos;14 Murcia, Región de;Empleo público;2002T3;81,8
Ambos sexos;14 Murcia, Región de;Empleo público;2002T2;82,3
Ambos sexos;14 Murcia, Región de;Empleo público;2002T1;75,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2023T1;47,7
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2022T4;49,6
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2022T3;52,7
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2022T2;49,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2022T1;48,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2021T4;48,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2021T3;50,7
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2021T2;45,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2021T1;41,7
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2020T4;46,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2020T3;48,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2020T2;47,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2020T1;49,2
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2019T4;52,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2019T3;49,1
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2019T2;45,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2019T1;46,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2018T4;45,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2018T3;43,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2018T2;42,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2018T1;40,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2017T4;40,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2017T3;43,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2017T2;43,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2017T1;44,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2016T4;44,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2016T3;45,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2016T2;44,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2016T1;42,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2015T4;40,7
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2015T3;40,6
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2015T2;41,6
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2015T1;42,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2014T4;45,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2014T3;44,2
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2014T2;43,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2014T1;44,6
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2013T4;43,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2013T3;44,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2013T2;39,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2013T1;38,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2012T4;41,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2012T3;40,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2012T2;40,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2012T1;41,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2011T4;41,1
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2011T3;42,1
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2011T2;42,1
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2011T1;42,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2010T4;42,1
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2010T3;40,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2010T2;37,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2010T1;38,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2009T4;38,1
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2009T3;38,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2009T2;35,6
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2009T1;37,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2008T4;37,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2008T3;41,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2008T2;39,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2008T1;37,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2007T4;38,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2007T3;39,2
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2007T2;36,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2007T1;39,1
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2006T4;39,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2006T3;41,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2006T2;36,2
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2006T1;39,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2005T4;41,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2005T3;41,7
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2005T2;36,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2005T1;37,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2004T4;38,3
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2004T3;37,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2004T2;34,0
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2004T1;32,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2003T4;36,4
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2003T3;32,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2003T2;33,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2003T1;32,8
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2002T4;36,9
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2002T3;37,5
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2002T2;37,2
Ambos sexos;15 Navarra, Comunidad Foral de;Empleo público;2002T1;38,0
Ambos sexos;16 País Vasco;Empleo público;2023T1;161,4
Ambos sexos;16 País Vasco;Empleo público;2022T4;163,9
Ambos sexos;16 País Vasco;Empleo público;2022T3;163,4
Ambos sexos;16 País Vasco;Empleo público;2022T2;164,0
Ambos sexos;16 País Vasco;Empleo público;2022T1;169,1
Ambos sexos;16 País Vasco;Empleo público;2021T4;163,3
Ambos sexos;16 País Vasco;Empleo público;2021T3;164,2
Ambos sexos;16 País Vasco;Empleo público;2021T2;164,6
Ambos sexos;16 País Vasco;Empleo público;2021T1;160,7
Ambos sexos;16 País Vasco;Empleo público;2020T4;154,5
Ambos sexos;16 País Vasco;Empleo público;2020T3;151,4
Ambos sexos;16 País Vasco;Empleo público;2020T2;157,1
Ambos sexos;16 País Vasco;Empleo público;2020T1;151,7
Ambos sexos;16 País Vasco;Empleo público;2019T4;151,4
Ambos sexos;16 País Vasco;Empleo público;2019T3;149,8
Ambos sexos;16 País Vasco;Empleo público;2019T2;149,4
Ambos sexos;16 País Vasco;Empleo público;2019T1;156,6
Ambos sexos;16 País Vasco;Empleo público;2018T4;157,5
Ambos sexos;16 País Vasco;Empleo público;2018T3;146,4
Ambos sexos;16 País Vasco;Empleo público;2018T2;144,3
Ambos sexos;16 País Vasco;Empleo público;2018T1;147,4
Ambos sexos;16 País Vasco;Empleo público;2017T4;145,6
Ambos sexos;16 País Vasco;Empleo público;2017T3;139,8
Ambos sexos;16 País Vasco;Empleo público;2017T2;135,2
Ambos sexos;16 País Vasco;Empleo público;2017T1;131,4
Ambos sexos;16 País Vasco;Empleo público;2016T4;134,6
Ambos sexos;16 País Vasco;Empleo público;2016T3;135,3
Ambos sexos;16 País Vasco;Empleo público;2016T2;133,2
Ambos sexos;16 País Vasco;Empleo público;2016T1;135,3
Ambos sexos;16 País Vasco;Empleo público;2015T4;139,1
Ambos sexos;16 País Vasco;Empleo público;2015T3;142,2
Ambos sexos;16 País Vasco;Empleo público;2015T2;134,2
Ambos sexos;16 País Vasco;Empleo público;2015T1;134,4
Ambos sexos;16 País Vasco;Empleo público;2014T4;135,1
Ambos sexos;16 País Vasco;Empleo público;2014T3;137,2
Ambos sexos;16 País Vasco;Empleo público;2014T2;135,8
Ambos sexos;16 País Vasco;Empleo público;2014T1;133,9
Ambos sexos;16 País Vasco;Empleo público;2013T4;134,0
Ambos sexos;16 País Vasco;Empleo público;2013T3;139,0
Ambos sexos;16 País Vasco;Empleo público;2013T2;141,5
Ambos sexos;16 País Vasco;Empleo público;2013T1;141,5
Ambos sexos;16 País Vasco;Empleo público;2012T4;145,0
Ambos sexos;16 País Vasco;Empleo público;2012T3;149,2
Ambos sexos;16 País Vasco;Empleo público;2012T2;145,8
Ambos sexos;16 País Vasco;Empleo público;2012T1;144,6
